champ_name,counter_name,championId,counterId,champ_kda,counter_kda,champ_lane kill rate,counter_lane kill rate,champ_kill participation,counter_kill participation,champ_win ratio,counter_win ratio,champ_position win rate,counter_position win rate,champ_position pick rate,counter_position pick rate,champ_ban rate,counter_ban rate
Karma,Poppy,43,78,2.62,2.39,0.44,0.56,0.425,0.432,0.488,0.512,0.4778,0.4897,0.0668,0.0078,0.007,0.0385
Brand,Alistar,63,12,1.96,2.49,0.4777,0.5223,0.466,0.416,0.4985,0.5015,0.4843,0.5015,0.0165,0.1226,0.0016,0.0699
Karma,Brand,43,63,2.67,1.73,0.5519,0.4481,0.403,0.417,0.493,0.507,0.4778,0.4843,0.0668,0.0165,0.007,0.0016
Brand,Swain,63,50,1.9,2.13,0.4771,0.5229,0.449,0.453,0.5278,0.4722,0.4843,0.4792,0.0165,0.0193,0.0016,0.0096
Braum,Rakan,201,497,3.06,2.82,0.5627,0.4373,0.352,0.397,0.5164,0.4836,0.4892,0.5,0.0151,0.028,0.0007,0.0017
Blitzcrank,Nami,53,267,2.59,2.72,0.5975,0.4025,0.406,0.417,0.5434,0.4566,0.5082,0.4874,0.1009,0.0147,0.1231,0.001
Blitzcrank,Lux,53,99,2.46,2.23,0.5831,0.4169,0.398,0.45,0.542,0.458,0.5082,0.4834,0.1009,0.041,0.1231,0.0037
Rell,Vel'Koz,526,161,2.04,2.37,0.4418,0.5582,0.356,0.462,0.4847,0.5153,0.4836,0.4896,0.0364,0.0151,0.0666,0.0012
Blitzcrank,Karma,53,43,2.59,2.38,0.5805,0.4195,0.403,0.409,0.5484,0.4516,0.5082,0.4778,0.1009,0.0668,0.1231,0.007
Pantheon,Soraka,80,16,1.97,2.8,0.5444,0.4556,0.437,0.319,0.4796,0.5204,0.475,0.4954,0.0303,0.0255,0.1074,0.0011
Shaco,Morgana,35,25,2.49,2.34,0.4723,0.5277,0.432,0.429,0.524,0.476,0.5025,0.493,0.0249,0.0487,0.2796,0.4907
Blitzcrank,Veigar,53,45,2.62,1.95,0.6325,0.3675,0.405,0.429,0.5288,0.4712,0.5082,0.5082,0.1009,0.006,0.1231,0.0007
Janna,Braum,40,201,3.1,2.71,0.3781,0.6219,0.431,0.385,0.5463,0.4537,0.5141,0.4892,0.0272,0.0151,0.0017,0.0007
Zilean,Poppy,26,78,2.81,2.43,0.4539,0.5461,0.46,0.416,0.5165,0.4835,0.5211,0.4897,0.0313,0.0078,0.0063,0.0385
Pyke,Leona,555,89,2.28,2.29,0.5476,0.4524,0.481,0.402,0.4657,0.5343,0.4923,0.5252,0.0666,0.1396,0.0406,0.3998
Lulu,Leona,117,89,2.87,2.55,0.4356,0.5644,0.386,0.384,0.4692,0.5308,0.5068,0.5252,0.1701,0.1396,0.1765,0.3998
Blitzcrank,Taric,53,44,2.49,2.7,0.5299,0.4701,0.39,0.378,0.4538,0.5462,0.5082,0.4856,0.1009,0.0077,0.1231,0.0006
Braum,Leona,201,89,2.8,2.5,0.494,0.506,0.411,0.402,0.4829,0.5171,0.4892,0.5252,0.0151,0.1396,0.0007,0.3998
Vel'Koz,Galio,161,3,2.36,2.34,0.5718,0.4282,0.446,0.427,0.5123,0.4877,0.4896,0.4798,0.0151,0.0372,0.0012,0.0388
Neeko,Zilean,518,26,1.82,3.02,0.4835,0.5165,0.397,0.448,0.4518,0.5482,0.483,0.5211,0.0063,0.0313,0.0021,0.0063
Taric,Lulu,44,117,2.85,3.18,0.4534,0.5466,0.354,0.375,0.5043,0.4957,0.4856,0.5068,0.0077,0.1701,0.0006,0.1765
Zilean,Galio,26,3,3.34,2.27,0.4962,0.5038,0.436,0.41,0.5275,0.4725,0.5211,0.4798,0.0313,0.0372,0.0063,0.0388
Karma,Yuumi,43,350,2.48,4.69,0.3581,0.6419,0.4,0.463,0.4717,0.5283,0.4778,0.4703,0.0668,0.0658,0.007,0.0199
Rell,Nami,526,267,2.02,3.31,0.4754,0.5246,0.383,0.48,0.4613,0.5387,0.4836,0.4874,0.0364,0.0147,0.0666,0.001
Zyra,Bard,143,432,2.12,2.58,0.522,0.478,0.418,0.434,0.5336,0.4664,0.5229,0.5076,0.0265,0.031,0.0031,0.0016
Zac,Nautilus,154,111,2.94,2.37,0.5454,0.4546,0.497,0.418,0.5108,0.4892,0.5024,0.5034,0.0087,0.1122,0.0074,0.0565
Maokai,Galio,57,3,2.37,2.5,0.5074,0.4926,0.433,0.458,0.5298,0.4702,0.5238,0.4798,0.0516,0.0372,0.0109,0.0388
Pantheon,Maokai,80,57,1.93,2.48,0.4841,0.5159,0.453,0.45,0.4455,0.5545,0.475,0.5238,0.0303,0.0516,0.1074,0.0109
Galio,Taric,3,44,2.5,2.8,0.4716,0.5284,0.428,0.404,0.5028,0.4972,0.4798,0.4856,0.0372,0.0077,0.0388,0.0006
Leona,Thresh,89,412,2.46,2.58,0.5351,0.4649,0.405,0.439,0.5228,0.4772,0.5252,0.5061,0.1396,0.2263,0.3998,0.2708
Shaco,Rakan,35,497,2.82,2.74,0.4983,0.5017,0.458,0.385,0.5062,0.4938,0.5025,0.5,0.0249,0.028,0.2796,0.0017
Nami,Vel'Koz,267,161,2.92,2.03,0.4912,0.5088,0.402,0.418,0.4898,0.5102,0.4874,0.4896,0.0147,0.0151,0.001,0.0012
Zyra,Sett,143,875,2.2,1.91,0.453,0.547,0.452,0.41,0.5403,0.4597,0.5229,0.4539,0.0265,0.0402,0.0031,0.104
Galio,Rell,3,526,2.52,2.4,0.4656,0.5344,0.484,0.449,0.4832,0.5168,0.4798,0.4836,0.0372,0.0364,0.0388,0.0666
Bard,Yuumi,432,350,3.0,4.14,0.3795,0.6205,0.455,0.45,0.5289,0.4711,0.5076,0.4703,0.031,0.0658,0.0016,0.0199
Nautilus,Thresh,111,412,2.3,2.66,0.5149,0.4851,0.42,0.449,0.503,0.497,0.5034,0.5061,0.1122,0.2263,0.0565,0.2708
Alistar,Bard,12,432,2.55,2.97,0.5171,0.4829,0.403,0.483,0.4903,0.5097,0.5015,0.5076,0.1226,0.031,0.0699,0.0016
Nami,Alistar,267,12,2.95,2.54,0.4739,0.5261,0.438,0.405,0.4862,0.5138,0.4874,0.5015,0.0147,0.1226,0.001,0.0699
Lux,Pantheon,99,80,2.4,1.95,0.4637,0.5363,0.462,0.433,0.4903,0.5097,0.4834,0.475,0.041,0.0303,0.0037,0.1074
Karma,Zilean,43,26,2.62,3.14,0.5535,0.4465,0.39,0.415,0.4786,0.5214,0.4778,0.5211,0.0668,0.0313,0.007,0.0063
Shaco,Vel'Koz,35,161,2.57,1.95,0.5132,0.4868,0.416,0.404,0.5113,0.4887,0.5025,0.4896,0.0249,0.0151,0.2796,0.0012
Veigar,Nami,45,267,2.32,2.91,0.5206,0.4794,0.431,0.472,0.5656,0.4344,0.5082,0.4874,0.006,0.0147,0.0007,0.001
Lux,Janna,99,40,2.56,2.54,0.5645,0.4355,0.449,0.388,0.5079,0.4921,0.4834,0.5141,0.041,0.0272,0.0037,0.0017
Soraka,Taric,16,44,3.65,2.64,0.5,0.5,0.35,0.335,0.5913,0.4087,0.4954,0.4856,0.0255,0.0077,0.0011,0.0006
Shaco,Swain,35,50,2.66,2.17,0.4792,0.5208,0.453,0.462,0.5338,0.4663,0.5025,0.4792,0.0249,0.0193,0.2796,0.0096
Nautilus,Nami,111,267,2.4,2.9,0.5879,0.4121,0.406,0.443,0.5188,0.4812,0.5034,0.4874,0.1122,0.0147,0.0565,0.001
Blitzcrank,Leona,53,89,2.38,2.51,0.4961,0.5039,0.423,0.417,0.467,0.533,0.5082,0.5252,0.1009,0.1396,0.1231,0.3998
Morgana,Zac,25,154,2.64,2.49,0.4847,0.5153,0.457,0.434,0.5301,0.4699,0.493,0.5024,0.0487,0.0087,0.4907,0.0074
Morgana,Swain,25,50,2.42,2.19,0.5045,0.4955,0.457,0.46,0.4846,0.5154,0.493,0.4792,0.0487,0.0193,0.4907,0.0096
Brand,Pantheon,63,80,1.91,1.9,0.448,0.552,0.452,0.435,0.5436,0.4564,0.4843,0.475,0.0165,0.0303,0.0016,0.1074
Pyke,Blitzcrank,555,53,2.11,2.27,0.5219,0.4781,0.466,0.417,0.466,0.534,0.4923,0.5082,0.0666,0.1009,0.0406,0.1231
Sett,Poppy,875,78,2.3,2.3,0.5321,0.4679,0.445,0.486,0.51,0.49,0.4539,0.4897,0.0402,0.0078,0.104,0.0385
Brand,Pyke,63,555,1.73,2.17,0.4331,0.5669,0.442,0.444,0.4953,0.5047,0.4843,0.4923,0.0165,0.0666,0.0016,0.0406
Lulu,Vel'Koz,117,161,3.01,2.2,0.465,0.535,0.357,0.419,0.5059,0.4941,0.5068,0.4896,0.1701,0.0151,0.1765,0.0012
Alistar,Braum,12,201,2.6,2.94,0.443,0.557,0.41,0.386,0.5144,0.4856,0.5015,0.4892,0.1226,0.0151,0.0699,0.0007
Karma,Shaco,43,35,2.48,2.75,0.4821,0.5179,0.413,0.445,0.4608,0.5392,0.4778,0.5025,0.0668,0.0249,0.007,0.2796
Pyke,Braum,555,201,2.35,2.51,0.5379,0.4621,0.485,0.398,0.4791,0.5209,0.4923,0.4892,0.0666,0.0151,0.0406,0.0007
Zilean,Yuumi,26,350,3.17,3.97,0.3724,0.6276,0.435,0.423,0.5409,0.4591,0.5211,0.4703,0.0313,0.0658,0.0063,0.0199
Lux,Blitzcrank,99,53,2.23,2.46,0.4169,0.5831,0.45,0.398,0.458,0.542,0.4834,0.5082,0.041,0.1009,0.0037,0.1231
Zac,Morgana,154,25,2.49,2.64,0.5153,0.4847,0.434,0.457,0.4699,0.5301,0.5024,0.493,0.0087,0.0487,0.0074,0.4907
Nami,Gragas,267,79,3.04,2.25,0.4354,0.5646,0.458,0.382,0.5644,0.4356,0.4874,0.5053,0.0147,0.0145,0.001,0.0033
Brand,Zyra,63,143,1.66,2.15,0.4463,0.5537,0.401,0.416,0.4561,0.5439,0.4843,0.5229,0.0165,0.0265,0.0016,0.0031
Nautilus,Xerath,111,101,2.37,2.39,0.5727,0.4273,0.406,0.468,0.5156,0.4844,0.5034,0.4949,0.1122,0.0765,0.0565,0.0488
Brand,Gragas,63,79,1.91,2.27,0.4804,0.5196,0.451,0.408,0.5329,0.4671,0.4843,0.5053,0.0165,0.0145,0.0016,0.0033
Shen,Karma,98,43,2.54,2.83,0.5204,0.4796,0.46,0.439,0.4595,0.5405,0.4798,0.4778,0.0091,0.0668,0.1132,0.007
Thresh,Karma,412,43,2.64,2.56,0.5142,0.4858,0.406,0.421,0.5301,0.4699,0.5061,0.4778,0.2263,0.0668,0.2708,0.007
Xerath,Brand,101,63,2.71,1.53,0.637,0.363,0.455,0.383,0.5351,0.4649,0.4949,0.4843,0.0765,0.0165,0.0488,0.0016
Nami,Shaco,267,35,2.76,2.82,0.5097,0.4903,0.413,0.436,0.455,0.545,0.4874,0.5025,0.0147,0.0249,0.001,0.2796
Seraphine,Xerath,147,101,2.2,2.62,0.4213,0.5787,0.38,0.439,0.444,0.556,0.4769,0.4949,0.0209,0.0765,0.0064,0.0488
Leona,Soraka,89,16,2.58,2.59,0.6042,0.3958,0.372,0.306,0.5255,0.4745,0.5252,0.4954,0.1396,0.0255,0.3998,0.0011
Brand,Veigar,63,45,1.81,2.0,0.4858,0.5142,0.43,0.431,0.5415,0.4585,0.4843,0.5082,0.0165,0.006,0.0016,0.0007
Veigar,Lulu,45,117,2.05,3.19,0.4615,0.5385,0.415,0.388,0.4792,0.5208,0.5082,0.5068,0.006,0.1701,0.0007,0.1765
Nautilus,Vel'Koz,111,161,2.23,2.24,0.5102,0.4898,0.398,0.454,0.5203,0.4797,0.5034,0.4896,0.1122,0.0151,0.0565,0.0012
Soraka,Gragas,16,79,2.65,2.45,0.3871,0.6129,0.292,0.384,0.4877,0.5123,0.4954,0.5053,0.0255,0.0145,0.0011,0.0033
Morgana,Gragas,25,79,2.78,1.96,0.5528,0.4472,0.488,0.376,0.5573,0.4427,0.493,0.5053,0.0487,0.0145,0.4907,0.0033
Sona,Yuumi,37,350,2.72,4.46,0.3215,0.6785,0.457,0.44,0.4962,0.5038,0.4996,0.4703,0.0077,0.0658,0.0003,0.0199
Pantheon,Thresh,80,412,1.95,2.75,0.4976,0.5024,0.466,0.453,0.4638,0.5362,0.475,0.5061,0.0303,0.2263,0.1074,0.2708
Senna,Xerath,235,101,2.62,2.63,0.3998,0.6002,0.477,0.462,0.4949,0.5051,0.5275,0.4949,0.1282,0.0765,0.2869,0.0488
Seraphine,Sett,147,875,2.59,2.05,0.4404,0.5596,0.441,0.419,0.5168,0.4832,0.4769,0.4539,0.0209,0.0402,0.0064,0.104
Poppy,Brand,78,63,2.22,1.96,0.542,0.458,0.399,0.467,0.487,0.513,0.4897,0.4843,0.0078,0.0165,0.0385,0.0016
Shen,Veigar,98,45,2.64,2.24,0.4891,0.5109,0.42,0.445,0.4405,0.5595,0.4798,0.5082,0.0091,0.006,0.1132,0.0007
Rell,Pyke,526,555,2.0,2.46,0.3915,0.6085,0.384,0.491,0.4928,0.5072,0.4836,0.4923,0.0364,0.0666,0.0666,0.0406
Sona,Bard,37,432,2.84,2.84,0.5031,0.4969,0.482,0.481,0.5205,0.4795,0.4996,0.5076,0.0077,0.031,0.0003,0.0016
Pantheon,Brand,80,63,1.9,1.91,0.552,0.448,0.435,0.452,0.4564,0.5436,0.475,0.4843,0.0303,0.0165,0.1074,0.0016
Soraka,Janna,16,40,2.57,2.99,0.4543,0.5457,0.265,0.396,0.4921,0.5079,0.4954,0.5141,0.0255,0.0272,0.0011,0.0017
Blitzcrank,Thresh,53,412,2.48,2.46,0.5499,0.4501,0.413,0.426,0.515,0.485,0.5082,0.5061,0.1009,0.2263,0.1231,0.2708
Zac,Blitzcrank,154,53,2.87,2.4,0.5411,0.4589,0.493,0.411,0.5343,0.4657,0.5024,0.5082,0.0087,0.1009,0.0074,0.1231
Seraphine,Soraka,147,16,2.39,2.94,0.5058,0.4942,0.381,0.313,0.4428,0.5572,0.4769,0.4954,0.0209,0.0255,0.0064,0.0011
Gragas,Rell,79,526,2.58,2.25,0.5729,0.4271,0.441,0.384,0.5163,0.4837,0.5053,0.4836,0.0145,0.0364,0.0033,0.0666
Bard,Zyra,432,143,2.58,2.12,0.478,0.522,0.434,0.418,0.4664,0.5336,0.5076,0.5229,0.031,0.0265,0.0016,0.0031
Vel'Koz,Lux,161,99,2.09,2.24,0.528,0.472,0.41,0.425,0.5102,0.4898,0.4896,0.4834,0.0151,0.041,0.0012,0.0037
Thresh,Veigar,412,45,2.54,2.18,0.5183,0.4817,0.408,0.452,0.5087,0.4913,0.5061,0.5082,0.2263,0.006,0.2708,0.0007
Sett,Zilean,875,26,1.78,3.37,0.5085,0.4915,0.385,0.478,0.4386,0.5614,0.4539,0.5211,0.0402,0.0313,0.104,0.0063
Xerath,Bard,101,432,2.42,2.56,0.6015,0.3985,0.441,0.442,0.5065,0.4935,0.4949,0.5076,0.0765,0.031,0.0488,0.0016
Nami,Taric,267,44,3.05,2.59,0.5119,0.4881,0.415,0.348,0.5625,0.4375,0.4874,0.4856,0.0147,0.0077,0.001,0.0006
Vel'Koz,Blitzcrank,161,53,2.11,2.3,0.4849,0.5151,0.439,0.38,0.4937,0.5063,0.4896,0.5082,0.0151,0.1009,0.0012,0.1231
Zac,Pantheon,154,80,3.06,1.92,0.5745,0.4255,0.501,0.476,0.5474,0.4526,0.5024,0.475,0.0087,0.0303,0.0074,0.1074
Janna,Pantheon,40,80,3.0,1.91,0.4515,0.5485,0.425,0.438,0.5081,0.4919,0.5141,0.475,0.0272,0.0303,0.0017,0.1074
Xerath,Seraphine,101,147,2.62,2.2,0.5787,0.4213,0.439,0.38,0.556,0.444,0.4949,0.4769,0.0765,0.0209,0.0488,0.0064
Zac,Maokai,154,57,2.88,2.26,0.5523,0.4478,0.473,0.439,0.5018,0.4982,0.5024,0.5238,0.0087,0.0516,0.0074,0.0109
Shaco,Blitzcrank,35,53,2.6,2.41,0.4471,0.5529,0.456,0.389,0.5077,0.4923,0.5025,0.5082,0.0249,0.1009,0.2796,0.1231
Zilean,Thresh,26,412,3.07,2.5,0.46,0.54,0.445,0.393,0.5253,0.4747,0.5211,0.5061,0.0313,0.2263,0.0063,0.2708
Taric,Leona,44,89,2.7,2.56,0.4592,0.5408,0.382,0.396,0.5164,0.4836,0.4856,0.5252,0.0077,0.1396,0.0006,0.3998
Braum,Sett,201,875,3.17,2.01,0.5213,0.4787,0.441,0.426,0.5533,0.4467,0.4892,0.4539,0.0151,0.0402,0.0007,0.104
Xerath,Soraka,101,16,2.46,2.47,0.6395,0.3605,0.43,0.26,0.4895,0.5105,0.4949,0.4954,0.0765,0.0255,0.0488,0.0011
Vel'Koz,Shaco,161,35,1.95,2.57,0.4868,0.5132,0.404,0.416,0.4887,0.5113,0.4896,0.5025,0.0151,0.0249,0.0012,0.2796
Galio,Swain,3,50,2.42,2.48,0.4807,0.5193,0.467,0.506,0.4692,0.5308,0.4798,0.4792,0.0372,0.0193,0.0388,0.0096
Zilean,Alistar,26,12,3.13,2.48,0.4669,0.5331,0.448,0.391,0.5238,0.4762,0.5211,0.5015,0.0313,0.1226,0.0063,0.0699
Senna,Rakan,235,497,2.94,2.87,0.4712,0.5288,0.516,0.408,0.5508,0.4492,0.5275,0.5,0.1282,0.028,0.2869,0.0017
Sett,Zac,875,154,2.08,3.04,0.486,0.514,0.471,0.49,0.4475,0.5525,0.4539,0.5024,0.0402,0.0087,0.104,0.0074
Zyra,Poppy,143,78,2.19,2.21,0.4871,0.5129,0.436,0.401,0.5398,0.4602,0.5229,0.4897,0.0265,0.0078,0.0031,0.0385
Alistar,Pyke,12,555,2.4,2.38,0.4136,0.5864,0.415,0.476,0.524,0.476,0.5015,0.4923,0.1226,0.0666,0.0699,0.0406
Bard,Lulu,432,117,2.9,3.01,0.4388,0.5612,0.45,0.388,0.501,0.499,0.5076,0.5068,0.031,0.1701,0.0016,0.1765
Nautilus,Shaco,111,35,2.29,2.73,0.5524,0.4476,0.404,0.472,0.4794,0.5206,0.5034,0.5025,0.1122,0.0249,0.0565,0.2796
Brand,Rell,63,526,1.97,2.13,0.4831,0.5169,0.471,0.39,0.4982,0.5018,0.4843,0.4836,0.0165,0.0364,0.0016,0.0666
Maokai,Seraphine,57,147,2.42,2.37,0.5489,0.4511,0.415,0.422,0.5505,0.4495,0.5238,0.4769,0.0516,0.0209,0.0109,0.0064
Shaco,Taric,35,44,2.9,2.7,0.5538,0.4462,0.488,0.348,0.4786,0.5214,0.5025,0.4856,0.0249,0.0077,0.2796,0.0006
Lulu,Swain,117,50,3.04,2.25,0.4844,0.5156,0.413,0.467,0.5158,0.4842,0.5068,0.4792,0.1701,0.0193,0.1765,0.0096
Lux,Seraphine,99,147,2.56,2.25,0.5492,0.4508,0.446,0.399,0.5226,0.4774,0.4834,0.4769,0.041,0.0209,0.0037,0.0064
Leona,Rakan,89,497,2.65,2.82,0.5866,0.4134,0.404,0.404,0.517,0.483,0.5252,0.5,0.1396,0.028,0.3998,0.0017
Sett,Pyke,875,555,1.77,2.48,0.402,0.598,0.411,0.477,0.4548,0.5452,0.4539,0.4923,0.0402,0.0666,0.104,0.0406
Poppy,Nautilus,78,111,2.23,2.67,0.4313,0.5687,0.453,0.442,0.4651,0.5349,0.4897,0.5034,0.0078,0.1122,0.0385,0.0565
Blitzcrank,Neeko,53,518,2.55,1.83,0.5734,0.4266,0.416,0.417,0.5331,0.4669,0.5082,0.483,0.1009,0.0063,0.1231,0.0021
Swain,Poppy,50,78,2.46,2.34,0.5655,0.4345,0.54,0.448,0.4718,0.5282,0.4792,0.4897,0.0193,0.0078,0.0096,0.0385
Blitzcrank,Zilean,53,26,2.35,2.88,0.593,0.407,0.382,0.444,0.4818,0.5182,0.5082,0.5211,0.1009,0.0313,0.1231,0.0063
Galio,Pantheon,3,80,2.48,2.04,0.4633,0.5367,0.486,0.481,0.5146,0.4854,0.4798,0.475,0.0372,0.0303,0.0388,0.1074
Sona,Blitzcrank,37,53,2.56,2.61,0.3634,0.6366,0.481,0.397,0.4954,0.5046,0.4996,0.5082,0.0077,0.1009,0.0003,0.1231
Sona,Nami,37,267,2.8,2.95,0.4448,0.5552,0.461,0.428,0.5079,0.4921,0.4996,0.4874,0.0077,0.0147,0.0003,0.001
Shaco,Zilean,35,26,2.54,2.86,0.5437,0.4563,0.427,0.412,0.5082,0.4918,0.5025,0.5211,0.0249,0.0313,0.2796,0.0063
Anivia,Karma,34,43,2.08,2.62,0.5181,0.4819,0.419,0.428,0.5131,0.4869,0.5007,0.4778,0.0066,0.0668,0.0462,0.007
Braum,Pantheon,201,80,3.12,1.99,0.5334,0.4666,0.444,0.466,0.5363,0.4637,0.4892,0.475,0.0151,0.0303,0.0007,0.1074
Pyke,Galio,555,3,2.38,2.13,0.6184,0.3816,0.48,0.446,0.5156,0.4844,0.4923,0.4798,0.0666,0.0372,0.0406,0.0388
Galio,Morgana,3,25,2.22,2.7,0.4121,0.5879,0.424,0.47,0.468,0.532,0.4798,0.493,0.0372,0.0487,0.0388,0.4907
Morgana,Neeko,25,518,2.54,1.77,0.5501,0.4499,0.451,0.393,0.5322,0.4678,0.493,0.483,0.0487,0.0063,0.4907,0.0021
Maokai,Shen,57,98,2.37,2.88,0.5102,0.4898,0.425,0.476,0.4935,0.5065,0.5238,0.4798,0.0516,0.0091,0.0109,0.1132
Xerath,Gragas,101,79,2.54,2.08,0.5,0.5,0.449,0.365,0.4963,0.5037,0.4949,0.5053,0.0765,0.0145,0.0488,0.0033
Pantheon,Galio,80,3,2.04,2.48,0.5367,0.4633,0.481,0.486,0.4854,0.5146,0.475,0.4798,0.0303,0.0372,0.1074,0.0388
Shaco,Braum,35,201,3.11,2.48,0.5344,0.4656,0.492,0.368,0.5769,0.4231,0.5025,0.4892,0.0249,0.0151,0.2796,0.0007
Seraphine,Nautilus,147,111,2.55,2.48,0.3982,0.6018,0.438,0.409,0.476,0.524,0.4769,0.5034,0.0209,0.1122,0.0064,0.0565
Shen,Zilean,98,26,2.54,3.4,0.6276,0.3724,0.472,0.455,0.377,0.623,0.4798,0.5211,0.0091,0.0313,0.1132,0.0063
Lulu,Shen,117,98,3.39,2.67,0.5015,0.4985,0.408,0.449,0.5315,0.4685,0.5068,0.4798,0.1701,0.0091,0.1765,0.1132
Poppy,Maokai,78,57,2.27,2.43,0.4686,0.5314,0.426,0.452,0.4366,0.5634,0.4897,0.5238,0.0078,0.0516,0.0385,0.0109
Zyra,Gragas,143,79,2.35,1.95,0.5057,0.4943,0.447,0.364,0.5586,0.4414,0.5229,0.5053,0.0265,0.0145,0.0031,0.0033
Rakan,Morgana,497,25,2.56,2.75,0.4031,0.5969,0.379,0.459,0.4745,0.5255,0.5,0.493,0.028,0.0487,0.0017,0.4907
Yuumi,Gragas,350,79,3.99,2.57,0.5264,0.4736,0.468,0.433,0.4596,0.5404,0.4703,0.5053,0.0658,0.0145,0.0199,0.0033
Brand,Janna,63,40,1.79,2.91,0.4958,0.5042,0.427,0.409,0.4708,0.5292,0.4843,0.5141,0.0165,0.0272,0.0016,0.0017
Gragas,Bard,79,432,2.38,3.04,0.576,0.424,0.399,0.512,0.4793,0.5207,0.5053,0.5076,0.0145,0.031,0.0033,0.0016
Rell,Lux,526,99,2.07,2.62,0.5072,0.4928,0.379,0.485,0.498,0.502,0.4836,0.4834,0.0364,0.041,0.0666,0.0037
Soraka,Shaco,16,35,2.6,2.62,0.455,0.545,0.273,0.433,0.522,0.478,0.4954,0.5025,0.0255,0.0249,0.0011,0.2796
Zac,Brand,154,63,2.56,1.8,0.6061,0.3939,0.456,0.445,0.474,0.526,0.5024,0.4843,0.0087,0.0165,0.0074,0.0016
Pyke,Shaco,555,35,1.97,2.56,0.5063,0.4937,0.426,0.457,0.4605,0.5395,0.4923,0.5025,0.0666,0.0249,0.0406,0.2796
Shen,Thresh,98,412,2.71,2.77,0.5161,0.4839,0.479,0.422,0.4799,0.5201,0.4798,0.5061,0.0091,0.2263,0.1132,0.2708
Lulu,Thresh,117,412,3.0,2.67,0.4997,0.5003,0.391,0.401,0.4966,0.5034,0.5068,0.5061,0.1701,0.2263,0.1765,0.2708
Vel'Koz,Taric,161,44,2.48,2.58,0.594,0.406,0.45,0.284,0.4681,0.5319,0.4896,0.4856,0.0151,0.0077,0.0012,0.0006
Lux,Xerath,99,101,2.06,2.47,0.4392,0.5608,0.412,0.441,0.4569,0.5431,0.4834,0.4949,0.041,0.0765,0.0037,0.0488
Zyra,Zilean,143,26,2.01,2.93,0.5149,0.4851,0.403,0.409,0.4854,0.5146,0.5229,0.5211,0.0265,0.0313,0.0031,0.0063
Rakan,Lux,497,99,2.66,2.59,0.4516,0.5484,0.387,0.466,0.4876,0.5124,0.5,0.4834,0.028,0.041,0.0017,0.0037
Pantheon,Xerath,80,101,1.88,2.45,0.5155,0.4845,0.428,0.465,0.4741,0.5259,0.475,0.4949,0.0303,0.0765,0.1074,0.0488
Janna,Swain,40,50,2.74,2.24,0.4455,0.5545,0.431,0.466,0.4831,0.5169,0.5141,0.4792,0.0272,0.0193,0.0017,0.0096
Galio,Neeko,3,518,2.35,2.21,0.5168,0.4832,0.476,0.432,0.4946,0.5054,0.4798,0.483,0.0372,0.0063,0.0388,0.0021
Swain,Blitzcrank,50,53,2.22,2.44,0.451,0.549,0.493,0.414,0.4967,0.5033,0.4792,0.5082,0.0193,0.1009,0.0096,0.1231
Shaco,Bard,35,432,2.62,2.67,0.5095,0.4905,0.443,0.444,0.5294,0.4706,0.5025,0.5076,0.0249,0.031,0.2796,0.0016
Nautilus,Leona,111,89,2.24,2.67,0.465,0.535,0.43,0.441,0.4566,0.5434,0.5034,0.5252,0.1122,0.1396,0.0565,0.3998
Zyra,Leona,143,89,2.04,2.45,0.4175,0.5825,0.444,0.398,0.4901,0.5099,0.5229,0.5252,0.0265,0.1396,0.0031,0.3998
Galio,Braum,3,201,2.48,2.94,0.4429,0.5571,0.463,0.415,0.5232,0.4768,0.4798,0.4892,0.0372,0.0151,0.0388,0.0007
Janna,Leona,40,89,2.71,2.49,0.3967,0.6033,0.42,0.384,0.4833,0.5167,0.5141,0.5252,0.0272,0.1396,0.0017,0.3998
Janna,Morgana,40,25,2.75,2.47,0.4596,0.5404,0.421,0.434,0.5102,0.4898,0.5141,0.493,0.0272,0.0487,0.0017,0.4907
Anivia,Alistar,34,12,2.34,2.37,0.5498,0.4502,0.454,0.409,0.4968,0.5032,0.5007,0.5015,0.0066,0.1226,0.0462,0.0699
Bard,Zilean,432,26,2.6,3.15,0.5114,0.4886,0.44,0.423,0.4597,0.5403,0.5076,0.5211,0.031,0.0313,0.0016,0.0063
Poppy,Senna,78,235,2.34,2.95,0.5743,0.4257,0.434,0.524,0.4451,0.5549,0.4897,0.5275,0.0078,0.1282,0.0385,0.2869
Lux,Nautilus,99,111,2.43,2.34,0.4327,0.5673,0.473,0.408,0.4798,0.5202,0.4834,0.5034,0.041,0.1122,0.0037,0.0565
Nami,Senna,267,235,3.12,2.82,0.5246,0.4754,0.424,0.504,0.4785,0.5215,0.4874,0.5275,0.0147,0.1282,0.001,0.2869
Nami,Yuumi,267,350,2.74,4.39,0.3697,0.6303,0.409,0.447,0.4824,0.5176,0.4874,0.4703,0.0147,0.0658,0.001,0.0199
Nautilus,Thresh,111,412,2.3,2.66,0.5149,0.4851,0.42,0.449,0.503,0.497,0.5034,0.5061,0.1122,0.2263,0.0565,0.2708
Alistar,Soraka,12,16,2.64,2.75,0.5704,0.4296,0.376,0.32,0.5079,0.4921,0.5015,0.4954,0.1226,0.0255,0.0699,0.0011
Shen,Braum,98,201,2.64,3.33,0.4383,0.5617,0.497,0.4,0.3458,0.6542,0.4798,0.4892,0.0091,0.0151,0.1132,0.0007
